ts,open,high,low,close
2019-09-30 00:00:00+00:00,8285.31,8499.0,7760.0,7852.79
2019-10-07 00:00:00+00:00,7851.01,8788.0,7764.42,8274.66
2019-10-14 00:00:00+00:00,8274.33,8408.62,7812.0,8218.23
2019-10-21 00:00:00+00:00,8218.23,10408.48,7172.76,9533.32
2019-10-28 00:00:00+00:00,9534.37,9930.13,8933.0,9197.88
2019-11-04 00:00:00+00:00,9197.86,9550.0,8669.85,9041.31
2019-11-11 00:00:00+00:00,9041.31,9072.91,8355.78,8504.04
2019-11-18 00:00:00+00:00,8504.13,8504.71,6762.73,6900.86
2019-11-25 00:00:00+00:00,6899.77,7850.0,6510.19,7387.38
2019-12-02 00:00:00+00:00,7388.0,7800.0,7070.0,7508.2
2019-12-09 00:00:00+00:00,7507.87,7676.48,7004.77,7115.0
2019-12-16 00:00:00+00:00,7115.45,7517.61,6427.0,7502.92
2019-12-23 00:00:00+00:00,7502.92,7691.0,7078.89,7383.67
2019-12-30 00:00:00+00:00,7383.68,7495.0,6863.44,7354.36
2020-01-06 00:00:00+00:00,7354.36,8468.42,7345.0,8186.7
2020-01-13 00:00:00+00:00,8186.22,9205.3,8053.78,8705.85
2020-01-20 00:00:00+00:00,8705.98,8820.0,8247.0,8611.21
2020-01-27 00:00:00+00:00,8611.21,9599.0,8565.0,9338.2
2020-02-03 00:00:00+00:00,9340.49,10184.34,9105.0,10167.38
2020-02-10 00:00:00+00:00,10167.37,10540.0,9626.64,9921.86
2020-02-17 00:00:00+00:00,9921.87,10286.0,9293.07,9943.12
2020-02-24 00:00:00+00:00,9943.12,10000.0,8409.0,8537.84
2020-03-02 00:00:00+00:00,8537.84,9204.0,7997.7,8038.46
2020-03-09 00:00:00+00:00,8038.99,8182.31,3621.81,5357.32
2020-03-16 00:00:00+00:00,5354.81,6911.0,4413.62,5810.17
2020-03-23 00:00:00+00:00,5810.3,6960.71,5670.0,5876.27
2020-03-30 00:00:00+00:00,5876.27,7290.0,5850.0,6768.9
2020-04-06 00:00:00+00:00,6768.9,7457.0,6741.0,6900.52
2020-04-13 00:00:00+00:00,6900.19,7290.0,6465.33,7118.03
2020-04-20 00:00:00+00:00,7118.04,7802.38,6735.95,7694.17
2020-04-27 00:00:00+00:00,7693.63,9479.77,7623.98,8900.0
2020-05-04 00:00:00+00:00,8899.99,10080.0,7940.0,8719.53
2020-05-11 00:00:00+00:00,8723.23,9950.0,8151.12,9678.57
2020-05-18 00:00:00+00:00,9677.31,9958.67,8674.0,8711.37
2020-05-25 00:00:00+00:00,8711.37,9753.0,8623.38,9446.43
2020-06-01 00:00:00+00:00,9446.49,10497.25,9264.15,9743.92
2020-06-08 00:00:00+00:00,9743.92,10015.99,9055.07,9339.61
2020-06-15 00:00:00+00:00,9339.7,9595.0,8888.43,9293.51
2020-06-22 00:00:00+00:00,9293.39,9795.0,8816.4,9114.0
2020-06-29 00:00:00+00:00,9114.01,9293.0,8900.0,9071.86
2020-07-06 00:00:00+00:00,9071.87,9470.0,9058.1,9300.69
2020-07-13 00:00:00+00:00,9300.7,9345.0,9044.02,9210.51
2020-07-20 00:00:00+00:00,9210.68,10300.0,9131.01,9939.69
2020-07-27 00:00:00+00:00,9939.68,12154.25,9928.61,11079.72
2020-08-03 00:00:00+00:00,11080.7,11920.0,10923.0,11685.99
2020-08-10 00:00:00+00:00,11685.99,12100.0,11127.0,11921.23
2020-08-17 00:00:00+00:00,11921.32,12499.42,11385.06,11654.0
2020-08-24 00:00:00+00:00,11654.0,11831.96,11130.0,11714.14
2020-08-31 00:00:00+00:00,11714.13,12061.07,9808.58,10258.13
2020-09-07 00:00:00+00:00,10258.13,10580.0,9842.01,10327.72
2020-09-14 00:00:00+00:00,10327.72,11177.0,10241.57,10914.28
2020-09-21 00:00:00+00:00,10915.52,10980.69,10132.21,10768.0
2020-09-28 00:00:00+00:00,10768.0,11024.0,10371.03,10660.16
2020-10-05 00:00:00+00:00,10660.16,11494.0,10510.66,11369.59
2020-10-12 00:00:00+00:00,11369.59,11732.0,11157.0,11501.1
2020-10-19 00:00:00+00:00,11501.5,13369.0,11404.01,13023.81
2020-10-26 00:00:00+00:00,13024.21,14140.0,12729.0,13752.86
2020-11-02 00:00:00+00:00,13752.87,15984.2,13195.0,15473.2
2020-11-09 00:00:00+00:00,15473.2,16479.99,14822.0,15952.27
2020-11-16 00:00:00+00:00,15951.93,18986.0,15862.0,18435.2
2020-11-23 00:00:00+00:00,18434.17,19554.19,16181.0,18181.09
2020-11-30 00:00:00+00:00,18180.43,19956.0,18050.0,19375.02
2020-12-07 00:00:00+00:00,19375.0,19446.36,17555.0,19175.07
2020-12-14 00:00:00+00:00,19175.06,24376.0,19004.72,23472.96
2020-12-21 00:00:00+00:00,23472.96,28459.84,21920.0,26305.64
2020-12-28 00:00:00+00:00,26301.76,34832.25,25913.01,33054.53
2021-01-04 00:00:00+00:00,33053.93,42125.51,27800.0,38221.67
2021-01-11 00:00:00+00:00,38200.01,40189.39,30448.0,35869.83
2021-01-18 00:00:00+00:00,35875.72,37961.0,28880.0,32275.63
2021-01-25 00:00:00+00:00,32274.88,38641.1,29240.0,33126.21
2021-02-01 00:00:00+00:00,33125.11,40992.4,32322.47,38849.25
2021-02-08 00:00:00+00:00,38849.24,49875.16,38037.0,48655.21
2021-02-15 00:00:00+00:00,48655.21,58472.14,45349.21,57487.43
2021-02-22 00:00:00+00:00,57475.5,57591.87,43002.05,45163.36
2021-03-01 00:00:00+00:00,45162.64,52681.51,44972.49,50995.27
2021-03-08 00:00:00+00:00,50991.35,61950.0,49310.0,59037.12
2021-03-15 00:00:00+00:00,59037.11,60740.0,53335.0,57415.18
2021-03-22 00:00:00+00:00,57415.19,58500.0,50452.08,55805.08
2021-03-29 00:00:00+00:00,55804.16,60397.85,54931.15,58234.61
2021-04-05 00:00:00+00:00,58234.61,61800.0,55536.07,60090.2
2021-04-12 00:00:00+00:00,60093.26,64986.11,50050.0,56140.05
2021-04-19 00:00:00+00:00,56140.05,57532.7,46930.43,49063.94
2021-04-26 00:00:00+00:00,49063.94,58488.17,48763.0,56630.33
2021-05-03 00:00:00+00:00,56630.34,59590.96,52880.38,58292.53
2021-05-10 00:00:00+00:00,58292.53,59654.0,43866.0,46429.28
2021-05-17 00:00:00+00:00,46429.28,46655.0,28688.0,34651.6
2021-05-24 00:00:00+00:00,34656.53,40900.0,33356.0,35651.81
2021-05-31 00:00:00+00:00,35651.8,39470.0,34150.0,35801.71
2021-06-07 00:00:00+00:00,35801.71,39374.18,30969.0,38993.65
2021-06-14 00:00:00+00:00,38993.66,41413.0,33312.0,35588.64
2021-06-21 00:00:00+00:00,35588.63,35746.28,28780.01,34687.71
2021-06-28 00:00:00+00:00,34687.71,36623.0,32672.04,35280.16
2021-07-05 00:00:00+00:00,35280.17,35281.55,32066.0,34253.81
2021-07-12 00:00:00+00:00,34253.88,34662.73,31018.59,31767.0
2021-07-19 00:00:00+00:00,31765.23,35400.0,29242.24,35370.66
2021-07-26 00:00:00+00:00,35370.67,48168.6,35185.49,39846.78
2021-08-02 00:00:00+00:00,39846.78,45350.0,37291.0,43787.71
2021-08-09 00:00:00+00:00,43787.71,48300.0,42785.0,47006.02
2021-08-16 00:00:00+00:00,47006.02,49833.0,43938.38,49273.28
2021-08-23 00:00:00+00:00,49273.28,50600.0,46280.0,48795.41
2021-08-30 00:00:00+00:00,48795.42,51950.0,46550.99,51799.57
2021-09-06 00:00:00+00:00,51799.56,52950.0,42088.0,46046.73
2021-09-13 00:00:00+00:00,46048.02,48850.0,43323.93,47256.91
2021-09-20 00:00:00+00:00,47256.92,47345.0,39503.58,43150.0
2021-09-27 00:00:00+00:00,43150.01,49304.12,40708.73,48187.3
2021-10-04 00:00:00+00:00,48187.99,56789.0,46885.29,54700.0
2021-10-11 00:00:00+00:00,54700.0,63997.61,53750.0,61571.45
2021-10-18 00:00:00+00:00,61571.45,67150.0,59504.46,60902.82
2021-10-25 00:00:00+00:00,60902.82,63795.98,57550.0,61348.61
2021-11-01 00:00:00+00:00,61347.14,64349.55,59400.0,63316.4
2021-11-08 00:00:00+00:00,63316.4,69198.7,62313.0,65568.39
2021-11-15 00:00:00+00:00,65568.38,66395.05,55604.0,58661.39
2021-11-22 00:00:00+00:00,58648.87,59624.56,53245.0,57315.73
2021-11-29 00:00:00+00:00,57315.72,59224.99,40888.89,49376.6
2021-12-06 00:00:00+00:00,49373.83,51929.0,46724.35,50057.01
2021-12-13 00:00:00+00:00,50057.02,50180.0,45373.11,46668.63
2021-12-20 00:00:00+00:00,46668.65,51805.0,45530.67,50765.73
2021-12-27 00:00:00+00:00,50765.73,52134.0,45650.0,47280.0
2022-01-03 00:00:00+00:00,47280.01,47575.22,40456.56,41851.22
2022-01-10 00:00:00+00:00,41851.22,44396.68,39610.0,43060.66
2022-01-17 00:00:00+00:00,43060.66,43495.0,33950.0,36230.01
2022-01-24 00:00:00+00:00,36230.0,38886.58,32853.83,37870.01
2022-01-31 00:00:00+00:00,37870.0,42656.8,36204.3,42361.35
2022-02-07 00:00:00+00:00,42361.34,45847.5,41540.0,42041.13
2022-02-14 00:00:00+00:00,42041.12,44777.0,37905.0,38368.1
2022-02-21 00:00:00+00:00,38367.9,40441.1,34303.7,37672.0
2022-02-28 00:00:00+00:00,37672.1,45350.0,37414.4,38401.1
2022-03-07 00:00:00+00:00,38401.1,42647.5,37134.0,37743.7
2022-03-14 00:00:00+00:00,37743.0,42446.6,37522.1,41261.0
2022-03-21 00:00:00+00:00,41261.0,47047.0,40430.0,46820.8
2022-03-28 00:00:00+00:00,46820.9,48200.0,44206.2,46392.4
2022-04-04 00:00:00+00:00,46392.3,47188.0,41838.0,42140.4
2022-04-11 00:00:00+00:00,42140.3,42399.9,39136.7,39649.1
2022-04-18 00:00:00+00:00,39649.1,42966.0,38465.7,39433.4
2022-04-25 00:00:00+00:00,39433.4,40800.0,37350.0,38440.5
2022-05-02 00:00:00+00:00,38440.2,40071.7,33665.0,34032.0
2022-05-09 00:00:00+00:00,34032.1,34243.3,26631.0,31324.4
2022-05-16 00:00:00+00:00,31324.3,31327.4,28629.6,30284.0
2022-05-23 00:00:00+00:00,30284.0,30658.0,27952.1,29452.8
2022-05-30 00:00:00+00:00,29452.6,32427.5,29220.0,29909.9
2022-06-06 00:00:00+00:00,29910.0,31780.0,26538.7,26564.7
2022-06-13 00:00:00+00:00,26564.7,26877.0,17593.2,20564.2
2022-06-20 00:00:00+00:00,20564.3,21888.0,19630.0,21029.1
2022-06-27 00:00:00+00:00,21029.1,21560.0,18563.0,19305.9
2022-07-04 00:00:00+00:00,19306.0,22579.9,19046.3,20853.8
2022-07-11 00:00:00+00:00,20853.8,21674.1,18901.0,20794.4
2022-07-18 00:00:00+00:00,20794.4,24277.0,20764.4,22570.6
2022-07-25 00:00:00+00:00,22570.6,24700.0,20689.6,23290.1
2022-08-01 00:00:00+00:00,23290.1,23650.0,22370.0,23167.8
2022-08-08 00:00:00+00:00,23167.9,25065.0,22608.0,24294.1
2022-08-15 00:00:00+00:00,24294.1,25200.0,20742.9,21505.6
2022-08-22 00:00:00+00:00,21505.6,21925.6,19508.0,19547.5
2022-08-29 00:00:00+00:00,19547.5,20574.0,19524.4,19992.7
2022-09-05 00:00:00+00:00,19992.7,21883.4,18500.0,21820.3
2022-09-12 00:00:00+00:00,21820.3,22850.0,19300.0,19404.5
2022-09-19 00:00:00+00:00,19404.5,20154.1,18084.3,18799.7
2022-09-26 00:00:00+00:00,18799.7,20375.0,18460.0,19049.4
2022-10-03 00:00:00+00:00,19049.3,20500.0,18950.8,19430.0
2022-10-10 00:00:00+00:00,19430.0,19947.9,17917.8,19251.9
2022-10-17 00:00:00+00:00,19251.8,19706.4,18600.0,19560.7
2022-10-24 00:00:00+00:00,19560.6,21088.0,19146.0,20615.6
2022-10-31 00:00:00+00:00,20615.5,21473.7,20026.0,20900.0
2022-11-07 00:00:00+00:00,20900.0,21062.6,15462.6,16321.2
2022-11-14 00:00:00+00:00,16321.3,17188.0,15805.5,16272.6
2022-11-21 00:00:00+00:00,16272.7,16800.0,15443.2,16422.6
2022-11-28 00:00:00+00:00,16422.5,17348.5,15984.1,17099.5
2022-12-05 00:00:00+00:00,17099.5,17430.0,16655.0,17077.3
2022-12-12 00:00:00+00:00,17077.3,18400.0,16521.1,16730.3
2022-12-19 00:00:00+00:00,16730.4,17049.6,16210.0,16824.4
2022-12-26 00:00:00+00:00,16824.5,16968.0,16320.0,16610.3
2023-01-02 00:00:00+00:00,16610.4,17181.1,16541.2,17124.7
2023-01-09 00:00:00+00:00,17124.6,21544.0,17098.2,20882.7
2023-01-16 00:00:00+00:00,20882.7,23390.0,20386.0,22704.6
2023-01-23 00:00:00+00:00,22704.7,23962.7,22310.5,23740.3
2023-01-30 00:00:00+00:00,23740.2,24281.4,22484.2,22929.2
2023-02-06 00:00:00+00:00,22929.3,23450.0,21405.0,21771.1
2023-02-13 00:00:00+00:00,21771.0,25290.0,21338.0,24265.9
2023-02-20 00:00:00+00:00,24265.9,25347.6,22700.0,23545.3
2023-02-27 00:00:00+00:00,23545.2,24022.7,21883.2,22419.4
2023-03-06 00:00:00+00:00,22419.3,22594.5,19521.6,21986.2
2023-03-13 00:00:00+00:00,21986.2,28397.0,21804.0,27955.7
2023-03-20 00:00:00+00:00,27955.8,28881.0,26590.0,27954.3
2023-03-27 00:00:00+00:00,27954.3,29184.8,26480.0,28161.2
2023-04-03 00:00:00+00:00,28161.3,28800.0,27166.0,28309.4
2023-04-10 00:00:00+00:00,28309.4,31059.0,28153.6,30286.6
2023-04-17 00:00:00+00:00,30286.6,30480.0,27100.0,27576.0
2023-04-24 00:00:00+00:00,27575.9,30048.2,26919.3,29223.0
2023-05-01 00:00:00+00:00,29223.0,29840.0,27650.0,28419.4
2023-05-08 00:00:00+00:00,28419.5,28624.6,25751.0,26901.9
2023-05-15 00:00:00+00:00,26901.9,27650.0,26335.3,26732.8
2023-05-22 00:00:00+00:00,26732.8,28252.8,25850.0,28055.7
2023-05-29 00:00:00+00:00,28055.8,28442.0,26477.6,27102.4
2023-06-05 00:00:00+00:00,27102.4,27394.4,25300.0,25909.9
2023-06-12 00:00:00+00:00,25910.0,26900.0,24777.0,26329.7
2023-06-19 00:00:00+00:00,26329.6,31500.0,26241.2,30458.0
2023-06-26 00:00:00+00:00,30458.0,31300.0,29500.0,30612.7
2023-07-03 00:00:00+00:00,30612.7,31568.0,29680.0,30147.8
2023-07-10 00:00:00+00:00,30147.8,31850.0,29876.6,30216.8
2023-07-17 00:00:00+00:00,30216.9,30420.0,29400.0,30070.8
2023-07-24 00:00:00+00:00,30070.9,30091.7,28830.0,29271.1
2023-07-31 00:00:00+00:00,29271.2,30059.9,28550.0,29075.9
2023-08-07 00:00:00+00:00,29075.9,30250.0,28682.3,29293.3
2023-08-14 00:00:00+00:00,29293.3,29686.7,24581.0,26175.9
2023-08-21 00:00:00+00:00,26175.9,26806.0,25280.0,26087.7
2023-08-28 00:00:00+00:00,26087.6,28168.0,25312.0,25962.1
2023-09-04 00:00:00+00:00,25962.1,26451.0,25326.0,25828.4
2023-09-11 00:00:00+00:00,25828.4,26890.0,24888.0,26514.2
2023-09-18 00:00:00+00:00,26514.2,27480.0,26081.0,26232.4
2023-09-25 00:00:00+00:00,26232.4,28365.2,25965.0,27981.4
2023-10-02 00:00:00+00:00,27981.4,28613.0,27123.0,27901.2
2023-10-09 00:00:00+00:00,27901.2,27977.0,26525.0,27139.8
2023-10-16 00:00:00+00:00,27139.8,30720.0,27095.4,29981.5
2023-10-23 00:00:00+00:00,29981.4,35981.9,29869.4,34528.6
2023-10-30 00:00:00+00:00,34528.6,35999.9,34016.8,35025.5
2023-11-06 00:00:00+00:00,35025.5,38499.9,34520.3,37085.5
2023-11-13 00:00:00+00:00,37085.6,38000.0,34446.3,37375.9
2023-11-20 00:00:00+00:00,37375.8,38425.0,35610.7,37437.9
2023-11-27 00:00:00+00:00,37437.9,40410.1,36700.0,39979.7
2023-12-04 00:00:00+00:00,39979.8,44779.3,39970.4,43810.0
2023-12-11 00:00:00+00:00,43810.1,43833.4,40228.3,41396.5
2023-12-18 00:00:00+00:00,41396.6,44484.0,40553.8,43008.4
2023-12-25 00:00:00+00:00,43008.4,43850.0,41283.2,42314.0
2024-01-01 00:00:00+00:00,42314.0,45950.0,40333.0,43916.9
2024-01-08 00:00:00+00:00,43916.9,49027.5,41370.0,41734.9
2024-01-15 00:00:00+00:00,41734.9,43589.0,40300.0,41580.0
2024-01-22 00:00:00+00:00,41579.9,42836.0,38545.0,42021.2
2024-01-29 00:00:00+00:00,42021.2,43888.0,41768.3,42570.3
2024-02-05 00:00:00+00:00,42570.3,48600.0,42235.1,48303.4
2024-02-12 00:00:00+00:00,48303.4,52859.0,47702.0,52175.9
2024-02-19 00:00:00+00:00,52175.9,53090.9,50512.7,51764.9
2024-02-26 00:00:00+00:00,51764.9,64300.0,50922.5,63178.5
2024-03-04 00:00:00+00:00,63178.5,70330.8,59112.0,69001.8
2024-03-11 00:00:00+00:00,69001.8,73881.4,64559.8,68447.9
2024-03-18 00:00:00+00:00,68447.9,69044.4,60800.0,67260.9
2024-03-25 00:00:00+00:00,67260.9,71888.0,66427.6,71363.0
2024-04-01 00:00:00+00:00,71363.0,71388.0,64500.0,69362.7
2024-04-08 00:00:00+00:00,69362.7,72890.4,59652.5,65615.9
2024-04-15 00:00:00+00:00,65615.9,66874.9,59541.0,64912.6
2024-04-22 00:00:00+00:00,64912.7,67222.0,62332.8,63088.3
2024-04-29 00:00:00+00:00,63088.4,64700.0,56537.7,63988.0
2024-05-06 00:00:00+00:00,63987.9,65500.0,60117.4,61455.8
2024-05-13 00:00:00+00:00,61455.7,67750.0,60750.0,66239.4
2024-05-20 00:00:00+00:00,66239.4,72132.8,66010.0,68524.3
2024-05-27 00:00:00+00:00,68524.4,70750.0,66700.5,67805.9
2024-06-03 00:00:00+00:00,67805.9,72144.0,67642.6,69667.1
2024-06-10 00:00:00+00:00,69667.1,70222.7,65052.4,66653.6
2024-06-17 00:00:00+00:00,66653.5,67280.6,63137.9,63194.9
2024-06-24 00:00:00+00:00,63194.9,63357.0,58218.0,62766.0
2024-07-01 00:00:00+00:00,62766.1,63849.0,53329.5,55830.9
2024-07-08 00:00:00+00:00,55831.0,61412.4,54243.1,60766.0
2024-07-15 00:00:00+00:00,60766.0,68351.2,60622.6,68138.0
2024-07-22 00:00:00+00:00,68138.0,69381.7,63456.7,68215.5
2024-07-29 00:00:00+00:00,68215.5,70081.0,57040.0,58144.5
2024-08-05 00:00:00+00:00,58144.5,62737.2,48888.0,58693.1
2024-08-12 00:00:00+00:00,58693.1,61839.7,55969.0,58390.0
2024-08-19 00:00:00+00:00,58390.1,65175.4,57750.0,64190.2
2024-08-26 00:00:00+00:00,64190.1,64455.8,57123.0,57268.1
2024-09-02 00:00:00+00:00,57268.1,59790.0,52510.8,54839.6
2024-09-09 00:00:00+00:00,54839.6,60597.0,54557.0,59100.5
2024-09-16 00:00:00+00:00,59100.5,64126.7,57446.3,63558.4
2024-09-23 00:00:00+00:00,63558.5,66450.0,62534.4,65568.1
2024-09-30 00:00:00+00:00,65568.2,65588.8,59815.0,62789.3
2024-10-07 00:00:00+00:00,62789.2,64448.2,58900.0,62839.8
2024-10-14 00:00:00+00:00,62839.7,69425.8,62420.0,69020.1
2024-10-21 00:00:00+00:00,69020.2,69566.0,65222.3,67992.6
2024-10-28 00:00:00+00:00,67992.7,73660.0,67446.6,68762.5
2024-11-04 00:00:00+00:00,68762.5,81699.8,66810.0,80410.0
2024-11-11 00:00:00+00:00,80409.9,93421.1,80261.2,89899.9
2024-11-18 00:00:00+00:00,89900.0,99660.0,89422.1,97960.4
2024-11-25 00:00:00+00:00,97960.5,98999.0,90866.4,97265.1
2024-12-02 00:00:00+00:00,97265.0,104630.4,90200.0,101200.0
2024-12-09 00:00:00+00:00,101200.1,105374.6,94039.7,104460.4
2024-12-16 00:00:00+00:00,104460.5,108366.8,92272.6,95153.5
2024-12-23 00:00:00+00:00,95153.4,99950.0,92464.4,93700.0
2024-12-30 00:00:00+00:00,93699.9,98949.0,91510.0,98340.2
2025-01-06 00:00:00+00:00,98340.2,102762.1,91055.8,94499.9
2025-01-13 00:00:00+00:00,94499.9,106450.0,88909.0,101311.5
2025-01-20 00:00:00+00:00,101311.5,110000.0,99501.0,102560.1
2025-01-27 00:00:00+00:00,102560.0,106450.0,96029.6,97664.5
2025-02-03 00:00:00+00:00,97664.5,102456.0,91130.3,96423.6
2025-02-10 00:00:00+00:00,96423.6,98792.8,94003.9,96067.0
2025-02-17 00:00:00+00:00,96067.0,99431.5,93321.6,96218.4
2025-02-24 00:00:00+00:00,96218.4,96470.0,78200.2,94222.8
2025-03-03 00:00:00+00:00,94222.0,94373.4,79933.4,80688.8
2025-03-10 00:00:00+00:00,80690.7,85270.2,76560.0,82541.6
2025-03-17 00:00:00+00:00,82541.6,87500.0,81113.5,86044.2
2025-03-24 00:00:00+00:00,86044.1,88752.0,81501.4,82352.8
2025-03-31 00:00:00+00:00,82353.1,88500.0,77111.0,78390.0
2025-04-07 00:00:00+00:00,78390.1,86100.0,74457.0,83713.7
2025-04-14 00:00:00+00:00,83713.8,86443.0,83063.9,85138.8
2025-04-21 00:00:00+00:00,85138.9,95769.6,85100.0,93697.1
2025-04-28 00:00:00+00:00,93697.0,97865.4,92700.0,94230.2
2025-05-05 00:00:00+00:00,94230.2,105000.1,93327.0,104072.7
2025-05-12 00:00:00+00:00,104072.7,106629.8,100678.0,106407.6
2025-05-19 00:00:00+00:00,106407.5,111959.5,102038.8,108955.9
2025-05-26 00:00:00+00:00,108956.0,110700.0,103032.1,105583.3
2025-06-02 00:00:00+00:00,105583.3,106775.0,100305.1,105676.5
2025-06-09 00:00:00+00:00,105676.5,110653.6,102614.0,105534.6
2025-06-16 00:00:00+00:00,105534.7,108900.0,98115.4,100904.7
2025-06-23 00:00:00+00:00,100904.7,108499.0,99547.6,108309.8
2025-06-30 00:00:00+00:00,108309.8,110484.0,105010.0,109145.8
2025-07-07 00:00:00+00:00,109145.8,119655.0,107400.0,119038.3
2025-07-14 00:00:00+00:00,119038.3,123300.0,115678.1,117216.0
2025-07-21 00:00:00+00:00,117216.1,120300.1,114667.3,119423.4
2025-07-28 00:00:00+00:00,119423.5,119812.0,111850.0,114150.8
2025-08-04 00:00:00+00:00,114150.9,119291.9,112582.4,119255.3
2025-08-11 00:00:00+00:00,119255.3,124545.6,116736.3,117353.8
2025-08-18 00:00:00+00:00,117353.9,117499.4,110484.0,113446.3
2025-08-25 00:00:00+00:00,113446.2,113621.3,107281.0,108208.4
2025-09-01 00:00:00+00:00,108208.4,113344.3,107211.5,111076.0
2025-09-08 00:00:00+00:00,111075.5,116605.7,110566.5,115210.0
2025-09-15 00:00:00+00:00,115210.0,117875.2,114338.5,115183.9
2025-09-22 00:00:00+00:00,115183.9,115344.6,108566.0,112119.6
2025-09-29 00:00:00+00:00,112119.7,125877.3,111501.0,123426.7
2025-10-06 00:00:00+00:00,123426.7,126208.5,101516.5,114894.4
2025-10-13 00:00:00+00:00,114894.5,115912.0,103470.0,108586.2
2025-10-20 00:00:00+00:00,108586.2,115521.7,106360.3,114497.8
2025-10-27 00:00:00+00:00,114497.9,116380.2,106200.0,110494.9
2025-11-03 00:00:00+00:00,110494.9,110711.0,98888.8,104670.6
2025-11-10 00:00:00+00:00,104670.7,107473.7,92922.8,94221.7
2025-11-17 00:00:00+00:00,94221.7,96012.2,80600.0,86807.7
2025-11-24 00:00:00+00:00,86807.6,93080.0,85226.4,90320.6
2025-12-01 00:00:00+00:00,90320.5,94185.0,83786.0,90345.4
2025-12-08 00:00:00+00:00,90345.4,94555.0,87504.3,88118.8
2025-12-15 00:00:00+00:00,88118.8,90363.2,84408.6,88621.3
2025-12-22 00:00:00+00:00,88621.3,90599.0,86355.0,87920.5
2025-12-29 00:00:00+00:00,87920.4,91779.7,86760.0,91497.1
2026-01-05 00:00:00+00:00,91497.2,94760.3,89242.0,90964.4
2026-01-12 00:00:00+00:00,90964.4,97932.1,90066.0,93614.0
2026-01-19 00:00:00+00:00,93614.0,93614.1,86021.7,86628.9
2026-01-26 00:00:00+00:00,86628.9,90592.7,75500.0,76931.5
2026-02-02 00:00:00+00:00,76931.6,79311.0,59800.0,70288.1
2026-02-09 00:00:00+00:00,70288.2,71434.9,68271.7,69058.0
